owner/repo,ageRepoDays,stargazersCount,watchersCount,language,forksCount,openIssuesCount,subscribersCount,has_wiki,acceptanceRepo,followers,followers_D,followers_boolean,following,ageUser,totalPullDeveloper,requester_experience,mergedPullUser,closedPullUser,rejectUser,acceptanceDeveloper,rate_acceptance_developer,first_Pull,watchRepo,location,idPull,numberPull,login,state,title,createdDate,mesAno,closedDate,mergedDate,lifetimeMinutes,life_time,closedBy,mergedBy,status,commitHeadSha,commitBaseSha,assignee,comments,comments_D,commitsPull,commitsPull_D,commitsbyFilesPull,authorMoreCommits,participants,additionsLines,deletionsLines,totalLines,total_lines_D,changedFiles,changedFiles_D,dirFinal,files,typeDeveloper,requesterFollowsCoreTeam,coreTeamFollowsRequester,requester_experience_project
django/django,1305,15621,15621,Python,6243,73,815,false,26,153,more than 10,has followers,4,2583,1,little experience,0,1,100,0,First_Pull,True,false,Lausanne area  Switzerland,1517735,130,brutasse,closed,Fixed #17888 -- removed a bare except: statement,2012-06-07T21:28:17Z,62012,07/09/2012 18:38,,132310,Very Slow,alex,,closed,1759a88b2b9b7abbe6b4f1a39df84555746dd3b1,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,0,no comments,1,1 commit,12,deniscostadsc,brutasse|mjtamlyn|alex,8,12,20,some lines,3,some files,django/forms|docs/ref/forms|tests/regressiontests/forms/tests,django/forms/widgets.py|docs/ref/forms/widgets.txt|tests/regressiontests/forms/tests/widgets.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,25,3,1 to 3 followers,has followers,0,1496,0,no experience,0,0,0,0,First_Pull,True,false,,1521211,132,nmfm,closed,Fixed #18056 - Cleared aggregations on DateQuery.add_date_select,2012-06-08T09:37:05Z,62012,16/07/2012 16:56,,55159,Very Slow,akaariai,,closed,f5a7a641f86a218d672e7128cd38dd03f9298795,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,0,no comments,1,1 commit,1,,nmfm|akaariai,21,0,21,many lines,2,some files,django/db/models/sql|tests/modeltests/aggregation,django/db/models/sql/subqueries.py|tests/modeltests/aggregation/tests.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,25,134,more than 10,has followers,41,2622,0,no experience,0,0,0,0,First_Pull,True,false,Bern  Switzerland,1521304,133,chrisglass,closed,Fixed #16674 -- Pass exceptions to WSGI callback,2012-06-08T09:51:43Z,62012,01/02/2013 21:28,,343357,Very Slow,aaugustin,,closed,af8733f4a0c669635706f1c452e028c5fbdeff45,f79013843d9e3ffced16eba34068fbff2cda2c0d,,0,no comments,1,1 commit,10,aaugustin,chrisglass|aaugustin,48,6,54,many lines,4,some files,root|django/core/handlers|tests/regressiontests/wsgi|tests/regressiontests/wsgi,AUTHORS|django/core/handlers/wsgi.py|tests/regressiontests/wsgi/tests.py|tests/regressiontests/wsgi/urls.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,25,6,4 to 6 followers,has followers,19,2803,2,little experience,0,2,100,0,First_Pull,True,false,,1521394,135,pvl,closed,Fixed #18161 changing the determination of redirect url in admin login,2012-06-08T10:06:07Z,62012,31/05/2013 18:29,,514583,Very Slow,timgraham,,closed,a2b12a5545521cf3bdb1aa36bb690546d85e7dcc,f79013843d9e3ffced16eba34068fbff2cda2c0d,,0,no comments,1,1 commit,1,,pvl|timgraham,10,1,11,some lines,1,1 file,django/contrib/admin,django/contrib/admin/sites.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,25,9,7 to 10 followers,has followers,4,2325,0,no experience,0,0,0,0,First_Pull,True,false,Russia,1521436,136,dmedvinsky,closed,Add ability to pass several signals to `receiver`,2012-06-08T10:12:10Z,62012,23/06/2012 14:49,,21877,Very Slow,apollo13,,closed,03ac2e8b255a27a6986df6b5d5b06fbacb397d42,f08fa5b5556e6a3e81fdd644f5b7bcc9e795821a,,7,has comments,1,1 commit,0,,dmedvinsky|apollo13,45,4,49,many lines,4,some files,django/dispatch|docs/topics|tests/regressiontests/dispatch/tests|tests/regressiontests/dispatch/tests,django/dispatch/dispatcher.py|docs/topics/signals.txt|tests/regressiontests/dispatch/tests/__init__.py|tests/regressiontests/dispatch/tests/test_dispatcher.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,25,10,7 to 10 followers,has followers,1,2407,1,little experience,1,0,0,100,more than 75%,False,false,Cologne  Germany,1521700,137,dhepper,closed,Fixed #18444 -- Replace hard coded  View on Site  URLs,2012-06-08T10:51:38Z,62012,18/06/2012 16:39,,14747,Very Slow,apollo13,,closed,015bcbce0e33c4a0d62d96d4a4d1f72bdd29b0a8,514e82702232139ec76f36a6e1fa4b63f47c6990,,0,no comments,1,1 commit,8,aaugustin,dhepper|mjtamlyn|dbrgn|apollo13|jphalip,16,14,30,many lines,5,many files,django/contrib/admin|django/contrib/admin/templates/admin|django/contrib/admin/templates/admin/edit_inline|django/contrib/admin/templates/admin/edit_inline|docs/ref/contrib/admin,django/contrib/admin/sites.py|django/contrib/admin/templates/admin/change_form.html|django/contrib/admin/templates/admin/edit_inline/stacked.html|django/contrib/admin/templates/admin/edit_inline/tabular.html|docs/ref/contrib/admin/index.txt,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,24,10,7 to 10 followers,has followers,1,2407,2,little experience,1,1,50,50,26% to 50%,False,false,Cologne  Germany,1522798,139,dhepper,closed,Fixed #18450 -- Removed default values for i18n JavaScript URLs in Admin templates,2012-06-08T13:44:38Z,62012,18/06/2012 16:39,,14574,Very Slow,apollo13,,closed,07f5974ca19f8639b371a77d91db8f016ca22418,18aed863b46e719d7efaeab624fb8aa4cd62f360,,0,no comments,1,1 commit,2,aaugustin,dhepper|jphalip|apollo13,3,6,9,some lines,3,some files,django/contrib/admin/templates/admin/auth/user|django/contrib/admin/templates/admin|django/contrib/admin/templates/admin,django/contrib/admin/templates/admin/auth/user/change_password.html|django/contrib/admin/templates/admin/change_form.html|django/contrib/admin/templates/admin/change_list.html,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,24,2,1 to 3 followers,has followers,0,1971,3,little experience,0,3,100,0,First_Pull,True,false,Bern  Switzerland,1523176,141,gabejackson,closed,Fixed #18134 -- Inconsistent label_tag generation on form fields,2012-06-08T14:28:04Z,62012,07/06/2013 16:48,,524300,Very Slow,timgraham,,closed,8c5ef9425cc36f80c3787b20feacb400d4cddc60,f79013843d9e3ffced16eba34068fbff2cda2c0d,,0,no comments,2,some commits,15,EmilStenstrom,gabejackson|timgraham,27,27,54,many lines,6,many files,docs/topics/forms|docs/topics/forms|django/forms|tests/regressiontests/admin_util|tests/regressiontests/forms/tests|tests/regressiontests/forms/tests,docs/topics/forms/index.txt|docs/topics/forms/modelforms.txt|django/forms/forms.py|tests/regressiontests/admin_util/tests.py|tests/regressiontests/forms/tests/forms.py|tests/regressiontests/forms/tests/regressions.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,24,2,1 to 3 followers,has followers,0,1971,4,little experience,0,4,100,0,First_Pull,True,false,Bern  Switzerland,1523243,142,gabejackson,closed,Fixed #18154 -- Documentation on closing File objects and best practices,2012-06-08T14:36:09Z,62012,19/06/2012 09:20,,15524,Very Slow,apollo13,,closed,ec2f65abc4056b74ef6edbbe913867fb308f4a5e,18aed863b46e719d7efaeab624fb8aa4cd62f360,,0,no comments,1,1 commit,1,gabejackson,gabejackson|apollo13,23,0,23,many lines,1,1 file,docs/topics,docs/topics/files.txt,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,23,1354,more than 10,has followers,273,2447,0,no experience,0,0,0,0,First_Pull,True,false,Inland Empire  CA,1523863,144,pydanny,closed,#18451 Improved class based view documentation,2012-06-08T15:40:54Z,62012,11/06/2012 08:43,,3903,Fast,jezdez,,closed,6c8db9971373d1e9de64d6237e8c9263959748fd,18aed863b46e719d7efaeab624fb8aa4cd62f360,,64,has comments,90,many commits,165,pydanny,pydanny|jacobian|mjtamlyn|dbrgn|jezdez|idan|bryanhelmig|spookylukey|kezabelle|kennethlove,3111,2016,5127,many lines,35,many files,docs/ref/class-based-views|docs/topics/class-based-views|docs/topics/class-based-views|docs/ref/class-based-views|django/views/generic|docs|docs/ref/class-based-views|docs/ref/class-based-views|docs/ref/class-based-views|docs/ref/class-based-views|docs/topics/class-based-views|docs/topics/class-based-views|django/views/generic|django/views/generic|django/views/generic|django/views/generic|docs/ref/class-based-views|docs/ref/class-based-views|docs/ref/class-based-views|docs/ref/class-based-views|docs|docs/ref|docs|docs/internals|docs/ref/class-based-views|root|django/conf|django/conf/locale|django/conf/locale/bg|django/conf/locale/cs|django/conf/locale/en|django/conf/locale/es_MX|django/conf/locale/et|django/conf/locale/fi|django/conf/locale/fr,docs/ref/class-based-views/fundamentals.txt|docs/topics/class-based-views/generic-display.txt|docs/topics/class-based-views/generic-editing.txt|docs/ref/class-based-views/generic-date-based.txt|django/views/generic/edit.py|docs/conf.py|docs/ref/class-based-views/generic-display.txt|docs/ref/class-based-views/index.txt|docs/ref/class-based-views/mixins-editing.txt|docs/ref/class-based-views/mixins-single-object.txt|docs/topics/class-based-views/index.txt|docs/topics/class-based-views/mixins.txt|django/views/generic/base.py|django/views/generic/dates.py|django/views/generic/detail.py|django/views/generic/list.py|docs/ref/class-based-views/generic-editing.txt|docs/ref/class-based-views/mixins-date-based.txt|docs/ref/class-based-views/mixins-multiple-object.txt|docs/ref/class-based-views/mixins-simple.txt|docs/mro.py|docs/ref/class-based-views.old|docs/index.txt|docs/internals/deprecation.txt|docs/ref/class-based-views/mixins.txt|AUTHORS|django/conf/global_settings.py|django/conf/locale/__init__.py|django/conf/locale/bg/formats.py|django/conf/locale/cs/formats.py|django/conf/locale/en/formats.py|django/conf/locale/es_MX/formats.py|django/conf/locale/et/formats.py|django/conf/locale/fi/formats.py|django/conf/locale/fr/formats.py,core,true,true,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,23,280,more than 10,has followers,12,2734,0,no experience,0,0,0,0,First_Pull,True,false,Portland  OR,1524392,145,kennethlove,closed,#18451 Improved class based view documentation,2012-06-08T16:41:11Z,62012,10/06/2012 15:38,,2817,Fast,jezdez,,closed,70b9b3a43d9c668ad4694b003f944b8c3b50e5d1,18aed863b46e719d7efaeab624fb8aa4cd62f360,,0,no comments,5,many commits,24,pydanny,kennethlove|mjtamlyn|dbrgn|jezdez,67,4,71,many lines,5,many files,django/views/generic|django/views/generic|django/views/generic|django/views/generic|django/views/generic,django/views/generic/list.py|django/views/generic/detail.py|django/views/generic/base.py|django/views/generic/dates.py|django/views/generic/edit.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,23,66,more than 10,has followers,16,2759,4,little experience,0,4,100,0,First_Pull,True,false,Montréal  Québec,1528450,146,charettes,closed,Fixed #11154 and #17904 -- Inconsistency with permissions for proxy models,2012-06-09T05:57:36Z,62012,16/07/2012 18:14,,54017,Very Slow,akaariai,,closed,bb74e03f9bd0ca1b40398e86446a19618f087098,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,0,no comments,1,1 commit,5,,charettes|akaariai,8,2,10,some lines,2,some files,django/contrib/auth/management|tests/modeltests/proxy_models,django/contrib/auth/management/__init__.py|tests/modeltests/proxy_models/tests.py,core,true,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,23,3,1 to 3 followers,has followers,9,1309,0,no experience,0,0,0,0,First_Pull,True,false,,1528558,147,fuu,closed,url  inconsistency,2012-06-09T07:41:14Z,62012,10/06/2012 05:21,,1300,Fast,spookylukey,,closed,7381944f011e2fc4361da12bc2d5d902f6679819,484fcd34a4819ff11ef72f3c9e1eb467a282b2f6,,2,has comments,1,1 commit,1,,fuu|spookylukey|jezdez|apollo13,1,1,2,some lines,1,1 file,django/contrib/admin/templates/admin,django/contrib/admin/templates/admin/object_history.html,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,23,3,1 to 3 followers,has followers,0,1672,0,no experience,0,0,0,0,First_Pull,True,false,Bratislava,1531753,148,dgerzo,closed,- add support for gdal 1.9,2012-06-10T22:04:29Z,62012,19/06/2012 09:35,,12211,Slow,apollo13,,closed,7fbb0fc1156edb7a0b67e06f1b6010a97c78d582,1a10a06b9f510f796beb2ffef39c7885cba2ad67,,0,no comments,1,1 commit,0,,dgerzo|akaariai|apollo13,2,2,4,some lines,1,1 file,django/contrib/gis/gdal,django/contrib/gis/gdal/libgdal.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,20,more than 10,has followers,1,1790,0,no experience,0,0,0,0,First_Pull,True,false,Melbourne  Australia,1543524,149,jarshwah,closed,fixes https://code.djangoproject.com/ticket/18465,2012-06-12T10:32:52Z,62012,15/07/2012 09:13,,47440,Very Slow,akaariai,,closed,ae73f89f33b89813c2151a10894286107bae5502,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,0,no comments,2,some commits,6,deniscostadsc,jarshwah|akaariai,26,1,27,many lines,2,some files,tests/regressiontests/backends|django/db/backends/oracle,tests/regressiontests/backends/tests.py|django/db/backends/oracle/base.py,external,true,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,27,more than 10,has followers,33,2293,1,little experience,0,1,100,0,First_Pull,True,false,Germany,1545039,150,saschpe,closed,Add CSRF_COOKIE_HTTPONLY config value,2012-06-12T14:06:28Z,62012,01/02/2013 21:32,,337346,Very Slow,aaugustin,,closed,75a3278f792a5b00a3719cc038fd1bf42e79338d,f79013843d9e3ffced16eba34068fbff2cda2c0d,,3,has comments,2,some commits,15,,saschpe|mlavin|spookylukey|aaugustin|ptone,30,2,32,many lines,5,many files,django/conf|docs/ref/contrib|docs/ref|django/middleware|tests/regressiontests/csrf_tests,django/conf/global_settings.py|docs/ref/contrib/csrf.txt|docs/ref/settings.txt|django/middleware/csrf.py|tests/regressiontests/csrf_tests/tests.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,22,18,more than 10,has followers,8,2502,0,no experience,0,0,0,0,First_Pull,True,false,,1558283,151,tsaylor,closed,minor documentation fix,2012-06-13T18:45:26Z,62012,19/06/2012 08:42,,8037,Medium,apollo13,,closed,db5a96ba8e12a26452a7fa88abf6eb67e6f9d946,a2022dae7ff70b00ab61e2ca2da0980a7747824b,,0,no comments,2,some commits,7,brutasse,tsaylor|apollo13,3,3,6,some lines,2,some files,django/forms|docs/ref/forms,django/forms/models.py|docs/ref/forms/widgets.txt,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,6,4 to 6 followers,has followers,1,1325,0,no experience,0,0,0,0,First_Pull,True,false,,1561819,152,cobalys,closed,Ticket #18471: Implemented localization option in Model fields,2012-06-14T02:32:13Z,62012,23/06/2012 14:18,,13666,Slow,apollo13,,closed,3b2f9cebc479b468dcec6f72b8ffbf6e03d62362,a2022dae7ff70b00ab61e2ca2da0980a7747824b,,0,no comments,3,some commits,5,jacobian,cobalys|apollo13,42,2,44,many lines,4,some files,docs/ref/models|tests/modeltests/localization|tests/modeltests/localization|django/db/models/fields,docs/ref/models/fields.txt|tests/modeltests/localization/__init__.py|tests/modeltests/localization/tests.py|django/db/models/fields/__init__.py,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,2,1 to 3 followers,has followers,3,2456,0,no experience,0,0,0,0,First_Pull,True,false,Berlin,1565897,153,webjunkie,closed,Fixed #18110 -- Improve template cache tag documentation,2012-06-14T14:43:06Z,62012,04/08/2012 19:50,04/08/2012 19:50,73747,Very Slow,timgraham,timgraham,merged,3c0877938f5eafc822d32b6c4f85e5a46b873390,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,0,no comments,1,1 commit,2,,webjunkie|timgraham,2,1,3,some lines,1,1 file,docs/topics,docs/topics/cache.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,33,more than 10,has followers,7,1710,0,no experience,0,0,0,0,First_Pull,True,false,,1569040,154,nagisa,closed,Add Lithuania to localflavor,2012-06-14T19:47:46Z,62012,15/10/2012 14:50,,176822,Very Slow,adrianholovaty,,closed,9cec25295abf574fc2af0667eb9e4e015e0124b0,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,0,no comments,5,many commits,11,,nagisa|adrianholovaty,315,0,315,many lines,7,many files,docs/ref/contrib|django/contrib/localflavor/lt|tests/regressiontests/localflavor/lt|tests/regressiontests/localflavor/lt|tests/regressiontests/localflavor|django/contrib/localflavor/lt|django/contrib/localflavor/lt,docs/ref/contrib/localflavor.txt|django/contrib/localflavor/lt/forms.py|tests/regressiontests/localflavor/lt/tests.py|tests/regressiontests/localflavor/lt/__init__.py|tests/regressiontests/localflavor/tests.py|django/contrib/localflavor/lt/__init__.py|django/contrib/localflavor/lt/lt_choices.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,61,more than 10,has followers,87,2529,0,no experience,0,0,0,0,First_Pull,True,false,On the Intraweb.,1575112,155,Psycojoker,closed,display a default title for comments in the administration interface to avoid not having any links,2012-06-15T14:08:34Z,62012,01/02/2013 21:37,,333028,Very Slow,aaugustin,,closed,4bb2e46dd642caa825715e6fd5cbbdb575386339,f79013843d9e3ffced16eba34068fbff2cda2c0d,,0,no comments,2,some commits,0,,Psycojoker|aaugustin,10,1,11,some lines,1,1 file,django/contrib/comments,django/contrib/comments/models.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,0,no followers,no followers,0,1396,0,no experience,0,0,0,0,First_Pull,True,false,Oakland  CA,1582096,158,ekkus93,closed,Patch for Ticket #13629,2012-06-17T00:03:12Z,62012,30/12/2012 11:03,,282840,Very Slow,apollo13,,closed,1c44b202557f63822581e33f1a16cc3b58750b2c,f79013843d9e3ffced16eba34068fbff2cda2c0d,,3,has comments,2,some commits,15,,ekkus93|jphalip|apollo13,35,2,37,many lines,8,many files,django/contrib/admin/static/admin/js|django/contrib/admin/static/admin/js|django/contrib/admin/static/admin/js|django/contrib/admin/static/admin/js|django/contrib/admin/static/admin/js|docs/internals/contributing/writing-code|django/contrib/admin|django/contrib/admin,django/contrib/admin/static/admin/js/actions.min.js|django/contrib/admin/static/admin/js/collapse.min.js|django/contrib/admin/static/admin/js/inlines.js|django/contrib/admin/static/admin/js/inlines.min.js|django/contrib/admin/static/admin/js/prepopulate.min.js|docs/internals/contributing/writing-code/submitting-patches.txt|django/contrib/admin/options.py|django/contrib/admin/sites.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,76,more than 10,has followers,18,2393,5,little experience,2,3,60,40,26% to 50%,False,false,,1582626,159,apollo13,closed,Fixed GIS testsuite.,2012-06-17T09:42:13Z,62012,17/06/2012 16:38,17/06/2012 16:38,416,Very Fast,jphalip,jphalip,merged,ac1b9ae6301e2c38af7951f1feb56dafc380d3e7,d708298184f8e19f250d2cee5bb900e496ed1175,,0,no comments,1,1 commit,10,claudep,apollo13|jphalip,16,15,31,many lines,4,some files,django/contrib/gis/gdal|django/contrib/gis/tests|django/contrib/gis/tests|django/contrib/gis/tests,django/contrib/gis/gdal/__init__.py|django/contrib/gis/tests/test_geoforms.py|django/contrib/gis/tests/test_spatialrefsys.py|django/contrib/gis/tests/utils.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,22,2,1 to 3 followers,has followers,0,1519,0,no experience,0,0,0,0,First_Pull,True,false,Poland,1585179,160,ChameleonRed,closed,Fixed 3-letter month names now is 3-letter not four  five.,2012-06-18T08:01:16Z,62012,25/11/2012 19:53,,231052,Very Slow,aaugustin,,closed,6c4be786b77b7a4c1485a140aabca93b55b41326,f79013843d9e3ffced16eba34068fbff2cda2c0d,,0,no comments,1,1 commit,0,,ChameleonRed|aaugustin,8,7,15,some lines,1,1 file,django/conf/locale/pl/LC_MESSAGES,django/conf/locale/pl/LC_MESSAGES/django.po,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,0,no followers,no followers,0,1849,0,no experience,0,0,0,0,First_Pull,True,false,Moscow,1592794,161,errx,closed,Fixed #18414 -- Raise assertion with exists() and sliced query,2012-06-18T22:16:53Z,62012,01/01/2013 11:50,,282994,Very Slow,apollo13,,closed,3a2a48f2fe5f4110e59b745e691d40afb731b5de,f79013843d9e3ffced16eba34068fbff2cda2c0d,,0,no comments,1,1 commit,0,akaariai,errx|apollo13,11,0,11,some lines,2,some files,django/db/models|tests/regressiontests/queries,django/db/models/query.py|tests/regressiontests/queries/tests.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,6,4 to 6 followers,has followers,0,1680,0,no experience,0,0,0,0,First_Pull,True,false,,1595550,162,ximi,closed,Fixed check for table layout in formset js,2012-06-19T08:22:27Z,62012,01/06/2013 09:40,,499758,Very Slow,timgraham,,closed,f09f2129cf62f2cc4df97fba5fab5ef4c2ecb8c5,f79013843d9e3ffced16eba34068fbff2cda2c0d,,0,no comments,1,1 commit,2,,ximi|timgraham,1,1,2,some lines,1,1 file,django/contrib/admin/static/admin/js,django/contrib/admin/static/admin/js/inlines.js,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,22,41,more than 10,has followers,12,2717,1,little experience,0,1,100,0,First_Pull,True,false,Ljubljana  Slovenija,1596821,163,bmihelac,closed,Small doc fix - ``include`` should not have a $ at the end. ,2012-06-19T11:42:19Z,62012,23/06/2012 14:16,,5914,Medium,apollo13,,closed,61e11f6186142740cb0624150ba052b6c10daa83,45a1a54b0b234996a9880bd89924df2aa86b8f9a,,0,no comments,1,1 commit,0,,bmihelac|apollo13,2,2,4,some lines,1,1 file,docs/topics/i18n,docs/topics/i18n/translation.txt,core,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,52,more than 10,has followers,126,2247,1,little experience,0,1,100,0,First_Pull,True,false,Hyderabad  India,1605343,165,tuxcanfly,closed,Fixed #17988 -- BaseModelFormset now works with commit=False,2012-06-20T06:27:46Z,62012,26/07/2013 17:36,,578109,Very Slow,timgraham,,closed,5d191ed765d9bec99186dd847de8fba5a2e8e795,f79013843d9e3ffced16eba34068fbff2cda2c0d,,6,has comments,4,some commits,3,,tuxcanfly|timgraham|akaariai,41,0,41,many lines,2,some files,django/forms|tests/regressiontests/inline_formsets,django/forms/models.py|tests/regressiontests/inline_formsets/tests.py,core,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,21,more than 10,has followers,3,2098,0,no experience,0,0,0,0,First_Pull,True,false,San Francisco  California,1610593,166,jairtrejo,closed,Fixed typo on closing tag in spanish localization that prevents user´s admin page from working,2012-06-20T17:31:00Z,62012,25/06/2012 12:29,,6898,Medium,jezdez,,closed,538ba69fa3e748093f49eec5c1fe6cb283546e61,f08fa5b5556e6a3e81fdd644f5b7bcc9e795821a,,0,no comments,2,some commits,1,,jairtrejo|jezdez,1,1,2,some lines,2,some files,django/contrib/auth/locale/es_MX/LC_MESSAGES|django/contrib/auth/locale/es_MX/LC_MESSAGES,django/contrib/auth/locale/es_MX/LC_MESSAGES/django.mo|django/contrib/auth/locale/es_MX/LC_MESSAGES/django.po,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,0,no followers,no followers,0,2104,0,no experience,0,0,0,0,First_Pull,True,false,Berlin,1616622,167,jnns,closed,Update ref/templates/api.txt,2012-06-21T09:37:23Z,62012,23/06/2012 14:05,,3148,Fast,apollo13,,closed,69f318f72e2835d09cd283d2457d2b9793ca4510,f08fa5b5556e6a3e81fdd644f5b7bcc9e795821a,,0,no comments,1,1 commit,0,,jnns|apollo13,1,0,1,1 line,1,1 file,docs/ref/templates,docs/ref/templates/api.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,7,7 to 10 followers,has followers,1,2148,0,no experience,0,0,0,0,First_Pull,True,false,,1633113,169,tomkins,closed,Fixed #17083 -- Allow cached based sessions to use a custom cache backend,2012-06-22T23:22:17Z,62012,27/10/2012 22:14,,182751,Very Slow,aaugustin,,closed,fa82a6d734231c35079a004cce413c79bf907777,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,0,no comments,1,1 commit,0,adrianholovaty,tomkins|apollo13|aaugustin,17,1,18,some lines,3,some files,django/contrib/sessions/backends|docs/releases|docs/topics/http,django/contrib/sessions/backends/cache.py|docs/releases/1.5.txt|docs/topics/http/sessions.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,33,more than 10,has followers,7,1710,1,little experience,0,1,100,0,First_Pull,True,false,,1634813,170,nagisa,closed,Ticket #18054 -- Add deprecation note for contrib.markup,2012-06-23T14:58:30Z,62012,08/09/2012 16:15,,110956,Very Slow,timgraham,,closed,47d181f445cb6b2cb5f193fcd0c31b05f6b6c016,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,0,no comments,1,1 commit,5,adrianholovaty,nagisa|timgraham,17,0,17,some lines,3,some files,django/contrib/markup|docs/ref/contrib|docs/releases,django/contrib/markup/__init__.py|docs/ref/contrib/markup.txt|docs/releases/1.5.txt,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,115,more than 10,has followers,5,1826,0,no experience,0,0,0,0,First_Pull,True,false,Toronto  Canada,1636057,171,gabrielgrant,closed,fix typo/minor bug in JSONResponseMixin example,2012-06-24T02:55:47Z,62012,25/06/2012 06:49,,1673,Fast,apollo13,,closed,e2657e0c20f2443321940fa171c1c86d41d01d19,19a810b18cacea12f201b5a235d1af9218d9c2e9,,0,no comments,1,1 commit,0,,gabrielgrant|apollo13,1,1,2,some lines,1,1 file,docs/topics/class-based-views,docs/topics/class-based-views/index.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,0,no followers,no followers,9,1978,0,no experience,0,0,0,0,First_Pull,True,false,,1639798,172,aashudwivedi,closed,Fixed #15223 -- Changed is removed messages to unsubcribed in comments a...,2012-06-25T09:40:50Z,62012,31/05/2013 19:18,,490177,Very Slow,timgraham,,closed,f3eb867e6159b0c9555c50ed2cf39c24361cb19f,f79013843d9e3ffced16eba34068fbff2cda2c0d,,0,no comments,1,1 commit,0,,aashudwivedi|timgraham,3,3,6,some lines,2,some files,django/contrib/comments|django/contrib/comments,django/contrib/comments/admin.py|django/contrib/comments/models.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,20,100,more than 10,has followers,52,2323,0,no experience,0,0,0,0,First_Pull,True,false,Switzerland,1640310,173,dbrgn,closed,FormWizard: file_storage exception message and docs,2012-06-25T11:01:11Z,62012,01/11/2012 22:03,,186362,Very Slow,timgraham,,closed,02ad6c838dea325ebb768cf700823f2409d686b1,fb8ec2855bac1fd335a00ac5b550ae54aea3100f,,4,has comments,5,many commits,7,,dbrgn|timgraham|apollo13|jezdez,35,3,38,many lines,4,some files,docs/ref/contrib/formtools|django/contrib/formtools/wizard/storage|docs/topics|django/contrib/formtools/wizard,docs/ref/contrib/formtools/form-wizard.txt|django/contrib/formtools/wizard/storage/base.py|docs/topics/files.txt|django/contrib/formtools/wizard/views.py,external,false,false,no contribution
